"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"gene_1"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_100"	49.2101123549579	-0.161982837876047	0.134273589906956	-1.20636409578601	0.227677133586276	0.999908174269159
"gene_1000"	74.2971723925526	-0.044611854441171	0.0868156738462412	-0.513868665238755	0.607343816520677	0.999908174269159
"gene_10000"	6.3651375364749	-0.0132477960048163	0.176102213226248	-0.0752278790942631	0.940033402887824	0.999908174269159
"gene_10001"	1.64056991005279	-0.118571531881816	0.316718793525645	-0.374374790210281	0.708125496026139	0.999908174269159
"gene_10002"	2.60395375317294	0.210204078520316	0.245529818731312	0.856124439819452	0.391928951516458	0.999908174269159
"gene_10003"	2.68746811543161	-0.0760030902946575	0.257481357639996	-0.295179002438395	0.767857141367786	0.999908174269159
"gene_10004"	65.8555995070551	-0.0582279340573803	0.0954444428067261	-0.610071496517521	0.541814447206449	0.999908174269159
"gene_10005"	7.02366998420747	0.26222813732073	0.157871283184863	1.6610249313909	0.0967084396199847	0.999908174269159
"gene_10006"	24.9083452946394	-0.0130767394986585	0.145304061707916	-0.0899956914139452	0.928290638689863	0.999908174269159
"gene_10007"	1.24406317700001	-0.0832498770981566	0.362004693160382	-0.229969054741713	0.818115816036407	0.999908174269159
"gene_10008"	67.0042809298788	-0.04395502378266	0.0797114038502943	-0.551427043804319	0.58134096611533	0.999908174269159
"gene_10009"	2.21453903180952	0.118660945426221	0.28782688620109	0.412264979802196	0.680145214083002	0.999908174269159
"gene_1001"	4.55875526734709	-0.1364810651891	0.201881426876154	-0.676045673447837	0.499011647188541	0.999908174269159
"gene_10010"	1.49718357353374	-0.119521384486743	0.354314551501605	-0.337331289330919	0.735867175078108	0.999908174269159
"gene_10011"	10.3948725340453	0.0552605206577454	0.163485426314375	0.338014965024968	0.735351910386266	0.999908174269159
"gene_10012"	2.70606010496063	-0.296216583402036	0.241878184145221	-1.22465192323501	0.220706395514451	0.999908174269159
"gene_10013"	7.60628528668239	0.0405726338388897	0.175319799235603	0.23142071811505	0.816987971239866	0.999908174269159
"gene_10014"	16.5307940278645	-0.086231334874951	0.147537222521215	-0.584471724500244	0.558902983385043	0.999908174269159
"gene_10015"	2.76015718960595	0.00927268648948907	0.237324903970854	0.0390716959507454	0.968833227090739	0.999908174269159
"gene_10016"	10.4883035715114	-0.185569812605389	0.157128230552203	-1.18100873377898	0.237599253767122	0.999908174269159
"gene_10017"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10018"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10019"	2.06694730790282	0.207079121715405	0.288323432724615	0.718218147441355	0.472622790138409	0.999908174269159
"gene_1002"	7.8680060006742	0.232954303411418	0.169643432098381	1.37319966078216	0.169690285132454	0.999908174269159
"gene_10020"	1.11298294186145	-0.0321530247112274	0.375128684723666	-0.0857119863678581	0.931695373452935	0.999908174269159
"gene_10021"	1.123915474206	-0.128877564051523	0.369677484035148	-0.348621621865588	0.727373393065041	0.999908174269159
"gene_10022"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10023"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10024"	5.91957317262889	-0.153736621291949	0.199032081385254	-0.772421311287857	0.439864935721211	0.999908174269159
"gene_10025"	1.84512037524418	-0.0336568124557458	0.311864724822853	-0.107921190749815	0.91405820750765	0.999908174269159
"gene_10026"	11.1995928616349	-0.289296262128767	0.173600653631591	-1.66644684842433	0.0956244463370961	0.999908174269159
"gene_10027"	1.26675653438805	-0.123933219581045	0.359944415223513	-0.344312105812468	0.730611581134976	0.999908174269159
"gene_10028"	18.149557198527	-0.137138773693643	0.110408054992218	-1.24210841050781	0.214196565852922	0.999908174269159
"gene_10029"	15.8002762480916	-0.0532588958690887	0.121769573400239	-0.437374414493796	0.661839836192186	0.999908174269159
"gene_1003"	6.23442419637058	0.121503214730943	0.177153729752084	0.685863147792484	0.492799410954867	0.999908174269159
"gene_10030"	2.88827150100936	0.0234090586727133	0.263635229801185	0.0887933630507833	0.929246132375585	0.999908174269159
"gene_10031"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10032"	2.99956017034536	0.217747863899281	0.237037915265601	0.918620397311941	0.358294159283153	0.999908174269159
"gene_10033"	1.1078898560234	0.095256861926057	0.367751734660134	0.259024915311659	0.795616016724045	0.999908174269159
"gene_10034"	1.46858456983589	-0.258511544423732	0.334534463475045	-0.772750112913301	0.439670282638525	0.999908174269159
"gene_10035"	2.27668888109191	0.272160751740473	0.255389663767649	1.06566862466322	0.286573465556781	0.999908174269159
"gene_10036"	49.6114763014907	-0.0600430735999714	0.0884628431734755	-0.678737777873893	0.497304024929267	0.999908174269159
"gene_10037"	5.04009437541854	0.133542112729872	0.223107557555689	0.59855485933747	0.549469765682256	0.999908174269159
"gene_10038"	18.0827463518597	0.0632056058728272	0.116703593588943	0.541590913605042	0.58810035273717	0.999908174269159
"gene_10039"	42.0140284631605	-0.147173892278688	0.0937582036153102	-1.5697174924825	0.116480849831058	0.999908174269159
"gene_1004"	24.7039194628058	-0.220421274682494	0.10616918186375	-2.0761323654671	0.0378817104948681	0.999908174269159
"gene_10040"	1.96843097934007	0.188681012703396	0.311525208560214	0.605668522221458	0.544734890602913	0.999908174269159
"gene_10041"	1.6560161223056	-0.232219091312028	0.286328917782027	-0.811022138842463	0.417352957144222	0.999908174269159
"gene_10042"	1.1481858189957	0.103235086993801	0.372651418817077	0.277028562836295	0.781758174147997	0.999908174269159
"gene_10043"	1.08719654455047	0.014647994484912	0.377814518141171	0.0387703324821381	0.969073498292828	0.999908174269159
"gene_10044"	2.6140052414976	-0.142409228664179	0.253573839869577	-0.561608518991649	0.574382774909968	0.999908174269159
"gene_10045"	161.010925800612	-0.083646232685138	0.0787244086841327	-1.0625196693538	0.287999833445495	0.999908174269159
"gene_10046"	7.93373761583935	-0.113215394061812	0.160954503365227	-0.703399977600578	0.481806520493633	0.999908174269159
"gene_10047"	1.11346380239267	0.104132402551915	0.372892518448661	0.279255810722982	0.780048515703688	0.999908174269159
"gene_10048"	16.1375949516814	0.097937941048633	0.134162330080933	0.72999582661953	0.465392735604609	0.999908174269159
"gene_10049"	1.37207641798774	-0.163138154090438	0.348513166528734	-0.468097534779902	0.639714842117815	0.999908174269159
"gene_1005"	17.1674401943765	-0.0902113987869759	0.122030475726738	-0.739253028800656	0.459753365692674	0.999908174269159
"gene_10050"	176.525018849332	0.162146403821962	0.191294976576646	0.847624996346908	0.396646848950939	0.999908174269159
"gene_10051"	1.5659001268411	-0.157930511195426	0.335721472698576	-0.470421239147912	0.638054092780678	0.999908174269159
"gene_10052"	12.9858119027203	0.00276199302137042	0.207329888354233	0.0133217310986606	0.989371110816346	0.999908174269159
"gene_10053"	5.29703854729815	-0.187932543446262	0.19120614538299	-0.982879201240257	0.32566689542886	0.999908174269159
"gene_10054"	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10055"	1.24962726720989	-0.0105786616892847	0.34801377033144	-0.0303972503134281	0.975750237775942	0.999908174269159
"gene_10056"	9.85979683106193	-0.0650582962472644	0.164267880136366	-0.396050014118747	0.692068132482827	0.999908174269159
"gene_10057"	20.192398213324	-0.0523717029740035	0.127350684791089	-0.411240057797225	0.680896518064323	0.999908174269159
"gene_10058"	12.4595352318927	-0.363602367370932	0.141774739444051	-2.564648461332	0.0103280384962521	0.999908174269159
"gene_10059"	1.35824069716279	0.0509126562901765	0.370529732426178	0.137405049675251	0.890710639844095	0.999908174269159
"gene_1006"	16.6400193064576	-0.00219996563283665	0.120362002498843	-0.0182779082032786	0.985417151223059	0.999908174269159
"gene_10060"	19.8138605933684	-0.114680554402202	0.116682271550214	-0.982844719069853	0.325683868740749	0.999908174269159
"gene_10061"	7.36657043681181	0.0649463468179916	0.240016002964161	0.270591735617268	0.786705052800209	0.999908174269159
"gene_10062"	70.1826974298628	-0.123860765136443	0.0939601022982232	-1.31822722737484	0.18742759357296	0.999908174269159
"gene_10063"	1.11144184463775	-0.0362127974236028	0.369626980027283	-0.0979711963150791	0.921955165321439	0.999908174269159
"gene_10064"	2.79805169456706	0.260193856590508	0.227043594820899	1.1460083548966	0.251791695085739	0.999908174269159
"gene_10065"	82.3950197768913	-0.0601951736602132	0.087539393724028	-0.687635258818233	0.491682498825974	0.999908174269159
"gene_10066"	2.38292490692063	-0.179836656104057	0.253680601662013	-0.708909766556213	0.478380473961431	0.999908174269159
"gene_10067"	1.49187501756749	-0.182437931852259	0.315570637002886	-0.578120745278941	0.563182601958927	0.999908174269159
"gene_10068"	24.585405154306	-0.0124143336392269	0.107764753322021	-0.115198460132234	0.908287819188717	0.999908174269159
"gene_10069"	7.09392639403936	0.126657735548856	0.168211796544509	0.752965833257371	0.451470445714552	0.999908174269159
"gene_1007"	10.7548639599907	0.0353776097873175	0.133931978508935	0.264146099991776	0.791667342292763	0.999908174269159
"gene_10070"	1.85601287292892	0.212484487338193	0.314807236651246	0.674966972165225	0.499696748896035	0.999908174269159
"gene_10071"	10.9652442048819	0.183176073752691	0.142758698717828	1.28311672351925	0.199451185595048	0.999908174269159
"gene_10072"	51.3094725051748	0.0454458122401347	0.0923025462181215	0.492357081165898	0.622466934261416	0.999908174269159
"gene_10073"	2.49823505592405	-0.0840340961024674	0.260836586413396	-0.322171430235185	0.747322826919236	0.999908174269159
"gene_10074"	1.1295793601287	0.137305940792551	0.365284894140297	0.375887267705669	0.707000706474735	0.999908174269159
"gene_10075"	102.331266659101	0.00604723790918352	0.0936549478144849	0.0645693372352532	0.948516899086621	0.999908174269159
"gene_10076"	80.9848414359656	-0.0537105198236103	0.0970141405050672	-0.553635991041995	0.579827989458584	0.999908174269159
"gene_10077"	18.8665113458776	-0.045540832726004	0.12825480421299	-0.355080911046228	0.722528976853691	0.999908174269159
