"ID"	"zeroh_baseMean"	"zeroh_log2FoldChange"	"zeroh_lfcSE"	"zeroh_stat"	"zeroh_pvalue"	"zeroh_padj"	"zeroh_X1"	"zeroh_X2"	"zeroh_X3"	"zeroh_X4"	"zeroh_X5"	"zeroh_X6"	"zeroh_X7"	"zeroh_X8"	"zeroh_Name"	"zeroh_portal_ID"	"zeroh_product_name"	"zeroh_proteinID"	"zeroh_transcriptID"	"twofourh_baseMean"	"twofourh_log2FoldChange"	"twofourh_lfcSE"	"twofourh_stat"	"twofourh_pvalue"	"twofourh_padj"	"seventwoh_baseMean"	"seventwoh_log2FoldChange"	"seventwoh_lfcSE"	"seventwoh_stat"	"seventwoh_pvalue"	"seventwoh_padj"
"gene_1"	1.07637453790412	0.280069999515431	0.404218935913117	0.69286709412255	0.488392961771146	0.93667218237538	"scaffold_1"	"prediction"	"gene"	23537	23722	"0"	"-"	"."	"Name=jgi.p|Sepmu1|32438"	"portal_id=Sepmu1"	"hypothetical protein"	"32438"	"32522"	1.07637453790412	0.0888193123818687	0.370626713779745	0.239646277722582	0.810604485502364	0.999727190789638	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10"	1.07637453790412	0.280069999515431	0.404218935913117	0.69286709412255	0.488392961771146	0.93667218237538	"scaffold_1"	"prediction"	"gene"	89809	90881	"0"	"+"	"."	"Name=jgi.p|Sepmu1|33946"	"portal_id=Sepmu1"	"expressed protein"	"33946"	"34030"	1.07637453790412	0.0888193123818687	0.370626713779745	0.239646277722582	0.810604485502364	0.999727190789638	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_100"	49.2101123549579	-0.234718716391338	0.149869666109995	-1.56615226071879	0.117312975831942	0.93667218237538	"scaffold_1"	"prediction"	"gene"	332965	335978	"0"	"-"	"."	"Name=jgi.p|Sepmu1|145585"	"portal_id=Sepmu1"	"S-glutathione dehydrogenase"	"145585"	"145669"	49.2101123549579	-0.08500657096961	0.129052903258415	-0.658695533562644	0.510091301689453	0.999727190789638	49.2101123549579	-0.161982837876047	0.134273589906956	-1.20636409578601	0.227677133586276	0.999908174269159
"gene_1000"	74.2971723925526	-0.017505392615417	0.0890358301523364	-0.196610651975346	0.844132234246516	0.982610771977922	"scaffold_1"	"prediction"	"gene"	2888326	2889753	"0"	"-"	"."	"Name=jgi.p|Sepmu1|146291"	"portal_id=Sepmu1"	"ARF/SAR superfamily"	"146291"	"146375"	74.2971723925526	-0.098278045598292	0.0844834414035134	-1.16328175043074	0.244715207518748	0.999727190789638	74.2971723925526	-0.044611854441171	0.0868156738462412	-0.513868665238755	0.607343816520677	0.999908174269159
"gene_10000"	6.3651375364749	-0.00393090450093423	0.156075811460239	-0.0251858661771921	0.979906710538094	0.999438645033072	"scaffold_13"	"prediction"	"gene"	484574	487354	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152358"	"portal_id=Sepmu1"	"Voltage-gated potassium channel"	"152358"	"152442"	6.3651375364749	0.16265869375933	0.153997272123454	1.05624399391265	0.290856756054511	0.999727190789638	6.3651375364749	-0.0132477960048163	0.176102213226248	-0.0752278790942631	0.940033402887824	0.999908174269159
"gene_10001"	1.64056991005279	0.18184251875682	0.323642966069154	0.56186148880481	0.574210394158037	0.948849520636125	"scaffold_13"	"prediction"	"gene"	487482	488210	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152359"	"portal_id=Sepmu1"	"expressed protein"	"152359"	"152443"	1.64056991005279	-0.0775069816603589	0.272427917201495	-0.284504548786873	0.77602374857997	0.999727190789638	1.64056991005279	-0.118571531881816	0.316718793525645	-0.374374790210281	0.708125496026139	0.999908174269159
"gene_10002"	2.60395375317294	-0.155926796770577	0.245099971758146	-0.636176314717975	0.524661509050628	0.939018301830037	"scaffold_13"	"prediction"	"gene"	489723	491201	"0"	"+"	"."	"Name=jgi.p|Sepmu1|129059"	"portal_id=Sepmu1"	"RdRP-domain containing protein"	"129059"	"129143"	2.60395375317294	0.226843290144685	0.2259229532434	1.00407367595046	0.315343102673868	0.999727190789638	2.60395375317294	0.210204078520316	0.245529818731312	0.856124439819452	0.391928951516458	0.999908174269159
"gene_10003"	2.68746811543161	0.156074788367682	0.257605158644459	0.605868256633373	0.54460223988149	0.942850173185603	"scaffold_13"	"prediction"	"gene"	491229	492583	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152361"	"portal_id=Sepmu1"	"expressed protein"	"152361"	"152445"	2.68746811543161	0.408276728254989	0.223329925962799	1.8281326449864	0.0675296466315988	0.999727190789638	2.68746811543161	-0.0760030902946575	0.257481357639996	-0.295179002438395	0.767857141367786	0.999908174269159
"gene_10004"	65.8555995070551	-0.0995521201874102	0.0937490473953126	-1.06190007208956	0.288281052364678	0.93667218237538	"scaffold_13"	"prediction"	"gene"	492824	498484	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152362"	"portal_id=Sepmu1"	"expressed protein"	"152362"	"152446"	65.8555995070551	-0.0887810869519454	0.0921927973915206	-0.962993742069822	0.335550663751488	0.999727190789638	65.8555995070551	-0.0582279340573803	0.0954444428067261	-0.610071496517521	0.541814447206449	0.999908174269159
"gene_10005"	7.02366998420747	-0.246751080831547	0.188283872618472	-1.31052690493333	0.190017648576636	0.93667218237538	"scaffold_13"	"prediction"	"gene"	499277	500919	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152363"	"portal_id=Sepmu1"	"hypothetical protein"	"152363"	"152447"	7.02366998420747	-0.0402295343965596	0.148265968559444	-0.271333568906141	0.786134490260168	0.999727190789638	7.02366998420747	0.26222813732073	0.157871283184863	1.6610249313909	0.0967084396199847	0.999908174269159
"gene_10006"	24.9083452946394	-0.232229488185179	0.156882138633198	-1.48027997456198	0.138798545163901	0.93667218237538	"scaffold_13"	"prediction"	"gene"	501234	502930	"0"	"+"	"."	"Name=jgi.p|Sepmu1|74795"	"portal_id=Sepmu1"	"alcohol dehydrogenase"	"74795"	"74879"	24.9083452946394	-0.031369291737233	0.13812548978424	-0.227107189167138	0.820340393955423	0.999727190789638	24.9083452946394	-0.0130767394986585	0.145304061707916	-0.0899956914139452	0.928290638689863	0.999908174269159
"gene_10007"	1.24406317700001	0.390895744515509	0.383773309709114	1.01855896339377	0.308412394675102	0.93667218237538	"scaffold_13"	"prediction"	"gene"	503420	503800	"0"	"-"	"."	"Name=jgi.p|Sepmu1|121575"	"portal_id=Sepmu1"	"Predicted_Effector"	"121575"	"121659"	1.24406317700001	0.256417160846825	0.329217872982467	0.77886767970365	0.436057664560232	0.999727190789638	1.24406317700001	-0.0832498770981566	0.362004693160382	-0.229969054741713	0.818115816036407	0.999908174269159
"gene_10008"	67.0042809298788	-0.152038928114398	0.079815458522137	-1.90488072022075	0.0567955779493626	0.93667218237538	"scaffold_13"	"prediction"	"gene"	506042	507673	"0"	"-"	"."	"Name=jgi.p|Sepmu1|94799"	"portal_id=Sepmu1"	"translation initiation factor SUI1"	"94799"	"94883"	67.0042809298788	-0.0190158311050889	0.0777556755676442	-0.244558753637809	0.806798104151433	0.999727190789638	67.0042809298788	-0.04395502378266	0.0797114038502943	-0.551427043804319	0.58134096611533	0.999908174269159
"gene_10009"	2.21453903180952	0.0470617542046602	0.240413279774241	0.195753555081705	0.844803064334404	0.982610771977922	"scaffold_13"	"prediction"	"gene"	508453	508872	"0"	"+"	"."	"Name=jgi.p|Sepmu1|112113"	"portal_id=Sepmu1"	"Predicted_Effector"	"112113"	"112197"	2.21453903180952	-0.195594310733593	0.259341484795164	-0.754196001029606	0.450731538498251	0.999727190789638	2.21453903180952	0.118660945426221	0.28782688620109	0.412264979802196	0.680145214083002	0.999908174269159
"gene_1001"	4.55875526734709	-0.161858111056553	0.178568401221659	-0.906420788612183	0.364713173588835	0.93667218237538	"scaffold_1"	"prediction"	"gene"	2891191	2891655	"0"	"+"	"."	"Name=jgi.p|Sepmu1|31080"	"portal_id=Sepmu1"	"expressed protein"	"31080"	"31164"	4.55875526734709	0.0606152460816641	0.189870745858053	0.319244788383462	0.749540896194212	0.999727190789638	4.55875526734709	-0.1364810651891	0.201881426876154	-0.676045673447837	0.499011647188541	0.999908174269159
"gene_10010"	1.49718357353374	-0.0849676541150129	0.289242632022437	-0.293759096025727	0.768941993314485	0.971788552090215	"scaffold_13"	"prediction"	"gene"	509299	509820	"0"	"+"	"."	"Name=jgi.p|Sepmu1|112114"	"portal_id=Sepmu1"	"hypothetical protein"	"112114"	"112198"	1.49718357353374	0.120917151121905	0.306319071937778	0.394742483244616	0.693032946446778	0.999727190789638	1.49718357353374	-0.119521384486743	0.354314551501605	-0.337331289330919	0.735867175078108	0.999908174269159
"gene_10011"	10.3948725340453	0.0613299636287574	0.152342282541392	0.402580049383821	0.687257188830509	0.960727249024193	"scaffold_13"	"prediction"	"gene"	510737	513557	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152365"	"portal_id=Sepmu1"	"expressed protein"	"152365"	"152449"	10.3948725340453	-0.146059383463795	0.152244441086635	-0.959374164477239	0.337370285486681	0.999727190789638	10.3948725340453	0.0552605206577454	0.163485426314375	0.338014965024968	0.735351910386266	0.999908174269159
"gene_10012"	2.70606010496063	-0.142061016507257	0.286709750856352	-0.495487216890761	0.620256243208569	0.951790715998239	"scaffold_13"	"prediction"	"gene"	513948	515573	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152366"	"portal_id=Sepmu1"	"NAD(P)-binding protein"	"152366"	"152450"	2.70606010496063	-0.511505282290336	0.226584067549832	-2.25746358877524	0.0239791222003302	0.999727190789638	2.70606010496063	-0.296216583402036	0.241878184145221	-1.22465192323501	0.220706395514451	0.999908174269159
"gene_10013"	7.60628528668239	0.0537517524911243	0.192321015408057	0.279489749869906	0.77986900315839	0.973656621861971	"scaffold_13"	"prediction"	"gene"	516122	517109	"0"	"+"	"."	"Name=jgi.p|Sepmu1|55033"	"portal_id=Sepmu1"	"Ferredoxin reductase-like%2C C-terminal NADP-linked domain-containing protein"	"55033"	"55117"	7.60628528668239	0.0813829458978251	0.15789250833785	0.515432598763244	0.606250757645271	0.999727190789638	7.60628528668239	0.0405726338388897	0.175319799235603	0.23142071811505	0.816987971239866	0.999908174269159
"gene_10014"	16.5307940278645	0.226897624585421	0.173399220720587	1.30852736040285	0.190694500693191	0.93667218237538	"scaffold_13"	"prediction"	"gene"	517610	518399	"0"	"+"	"."	"Name=jgi.p|Sepmu1|145376"	"portal_id=Sepmu1"	"Glutathione S-transferase%2C C-terminal-like protein"	"145376"	"145460"	16.5307940278645	-0.0328964275890339	0.132608130786223	-0.248072477863866	0.80407832962847	0.999727190789638	16.5307940278645	-0.086231334874951	0.147537222521215	-0.584471724500244	0.558902983385043	0.999908174269159
"gene_10015"	2.76015718960595	-0.175465436775241	0.258293038578716	-0.679327006801102	0.496930688143279	0.93667218237538	"scaffold_13"	"prediction"	"gene"	518899	520451	"0"	"+"	"."	"Name=jgi.p|Sepmu1|136893"	"portal_id=Sepmu1"	"FAD/NAD(P)-binding domain-containing protein"	"136893"	"136977"	2.76015718960595	0.424518864152883	0.220348269308323	1.92658134091752	0.0540318258624767	0.999727190789638	2.76015718960595	0.00927268648948907	0.237324903970854	0.0390716959507454	0.968833227090739	0.999908174269159
"gene_10016"	10.4883035715114	-0.166616172211622	0.132000449982485	-1.26223942595445	0.206862645870274	0.93667218237538	"scaffold_13"	"prediction"	"gene"	520615	522574	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152368"	"portal_id=Sepmu1"	"mitochondrial carrier protein"	"152368"	"152452"	10.4883035715114	-0.167642261607439	0.142066787431671	-1.18002430151431	0.237990549699101	0.999727190789638	10.4883035715114	-0.185569812605389	0.157128230552203	-1.18100873377898	0.237599253767122	0.999908174269159
"gene_10017"	1.07637453790412	0.280069999515431	0.404218935913117	0.69286709412255	0.488392961771146	0.93667218237538	"scaffold_13"	"prediction"	"gene"	522851	524650	"0"	"+"	"."	"Name=jgi.p|Sepmu1|129068"	"portal_id=Sepmu1"	"hypothetical protein"	"129068"	"129152"	1.07637453790412	0.0888193123818687	0.370626713779745	0.239646277722582	0.810604485502364	0.999727190789638	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
